token,chain,tx_hash,timestamp,from_address,to_address,value,from_entity,to_entity,from_label,to_label,direction,source_channel
BSB,eth,0xbe58d68da3c9d830772054d2fbf83a8e49252f46005d4e751cdb456c4555c45b,2026-05-04T11:30:11.000Z,0xbdc06b108cca05ada85e6dce6eb7c5be45ef29be,0xa89718f32d705ccd04179171d40c0cf7d8d27128,125,,,,,BETWEEN_UNKNOWN_WALLETS,MORALIS_CHANNEL
BSB,eth,0x956a3e608e06a55fc21b66f6597d12490d81cd827b2293c6f7df74f5767a4192,2026-05-04T11:29:59.000Z,0xbecb96c1b2ef344109431edc27134bb2b463443d,0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,125,,Bitget,,Bitget: Hot Wallet,BETWEEN_LABELED_ENTITIES,MORALIS_CHANNEL
BSB,eth,0xbef7ed6a66e64fb6b9e71634c5583bfa206bf170ac4fd542a4605f0cfde4b3c7,2026-05-04T11:26:47.000Z,0x6c4d27f46026f7cbe8142f09c73b4f7b804beaa9,0x000000000004444c5dc75cb358380d2e3de08a90,1,,Uniswap,,Uniswap v4,TO_DEX_POOL,MORALIS_CHANNEL
BSB,eth,0xc235fa6b87a2c716a1b87b4c9fe8d2adcb41c1f58201df7ca0c2bde8bd63d363,2026-05-04T11:21:23.000Z,0x3abe063ea7a27ccf300d30bb14514d84e944e4b2,0xbecb96c1b2ef344109431edc27134bb2b463443d,125,,,,,BETWEEN_UNKNOWN_WALLETS,MORALIS_CHANNEL
BSB,eth,0x73719cf5b92f8c003a516b8ca0f9f4c3c6a7fdf99c17fe821ca9c9abde841e66,2026-05-04T11:19:47.000Z,0xeadab66c14a183fa8850cfcd185df987f242ef1c,0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,125,,Bitget,,Bitget: Hot Wallet,BETWEEN_LABELED_ENTITIES,MORALIS_CHANNEL
BSB,eth,0x0447c22294452c8f829c1816153ca2f149ad0e1216ddda2d62f087c13535aaca,2026-05-04T11:18:47.000Z,0xfb60ef241afbae68e0605cabc5369c893b2eb61f,0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,125,,Bitget,,Bitget: Hot Wallet,BETWEEN_LABELED_ENTITIES,MORALIS_CHANNEL
BSB,eth,0xe7c676cb56129cc3645f488f7aeca9506697b8469f833ad67be0140d6f3ce93a,2026-05-04T11:18:23.000Z,0x87dc94617f4a77ea311a81ffcf99e70d536b6f28,0x63331460c36da1494d0b2ef4bf9f0d8d5f065545,125,,,,,BETWEEN_UNKNOWN_WALLETS,MORALIS_CHANNEL
BSB,eth,0xba463739c2d91265ac85db1f75bd9d2718284a65b6c99d0d772ad719802803a0,2026-05-04T11:15:11.000Z,0x8deaf52c103eb79875e96d7169f767ab5f5e1608,0x44282ce11c9b20c17436f39ddcc8d986ae8ea552,125,,,,,BETWEEN_UNKNOWN_WALLETS,MORALIS_CHANNEL
BSB,eth,0xe362a5b311514b63458ce52c10c8c4dd08e5b9495f1c2b3a2fcee8b78779c218,2026-05-04T11:13:35.000Z,0x516e2690ac865561b7e79136ce9d3231121b2b38,0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,6667,,Bitget,,Bitget: Hot Wallet,BETWEEN_LABELED_ENTITIES,MORALIS_CHANNEL
BSB,eth,0x3c42cc62cb2e20845e5de6097deb21eddd30dd91dd523dd30e0131eca2718be4,2026-05-04T11:13:35.000Z,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x000000000004444c5dc75cb358380d2e3de08a90,18.194728313705934,MetaMask,Uniswap,MetaMask: Spender,Uniswap v4,TO_DEX_POOL,MORALIS_CHANNEL
BSB,eth,0x3c42cc62cb2e20845e5de6097deb21eddd30dd91dd523dd30e0131eca2718be4,2026-05-04T11:13:35.000Z,0x2fdb53366b19b97d3ebdb294457790044555ee0f,0x74de5d4fcbf63e00296fd95d33236b9794016631,18.194728313705934,,MetaMask,,MetaMask: Spender,BETWEEN_LABELED_ENTITIES,MORALIS_CHANNEL
BSB,eth,0x174d03481f7112d3505e0980a01e2c3fd5ab6845c117dea8c3d279dad0b2fbf3,2026-05-04T11:13:23.000Z,0xa12928ebffdd991fc6ffcebd36253baffa2f0a80,0xeadab66c14a183fa8850cfcd185df987f242ef1c,125,,,,,BETWEEN_UNKNOWN_WALLETS,MORALIS_CHANNEL
BSB,eth,0xeb64a4e4be3126154d4a6dc1122b39f7a64dc0bb496a0e080ab7a9690b97fce7,2026-05-04T11:11:35.000Z,0x089da87c38053cdc10fcf3209792602664dd5474,0xfb60ef241afbae68e0605cabc5369c893b2eb61f,125,,,,,BETWEEN_UNKNOWN_WALLETS,MORALIS_CHANNEL
BSB,eth,0x00a9abf55b0c2054adc8ea458df602102ff772d87c3b44eff62a29f3216f3c35,2026-05-04T11:10:11.000Z,0x58b40be048ad88e906268fe504066c7d7ca0393f,0x01e4e86db5f15b914c27ce808774b3a07f27a899,125,,,,,BETWEEN_UNKNOWN_WALLETS,MORALIS_CHANNEL
BSB,eth,0x14fa88b30d5a64796f51e8e7cd8b29b6faa0bce8ceb887571f585fd2f8b49e39,2026-05-04T11:08:11.000Z,0x9642b23ed1e01df1092b92641051881a322f5d4e,0x516e2690ac865561b7e79136ce9d3231121b2b38,6667,,,,,BETWEEN_UNKNOWN_WALLETS,MORALIS_CHANNEL
BSB,eth,0xc8ea30913ef254db062fbee2725401f4b9d4ef159da4fe3b39df50def9788c45,2026-05-04T11:05:47.000Z,0x54a8b65a8ba7712a7dd84d4eac8edd2e3bfeae61,0x4a532fbaa8e31fab0362281cc6a1ca1328b5b1ff,125,,,,,BETWEEN_UNKNOWN_WALLETS,MORALIS_CHANNEL
BSB,eth,0x672a4c428bdfca6a5dca63f9b8f714a89e338396c9bc1fc5d462a63d7de93fcd,2026-05-04T11:05:11.000Z,0x02591b4fb2cdbac1a95f488c4fd74612335d37db,0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,2818.7477640000006,,Bitget,,Bitget: Hot Wallet,BETWEEN_LABELED_ENTITIES,MORALIS_CHANNEL
BSB,eth,0xdad9447bc57a2ab5e896df2df8176846fa55717784d68f6fc09865d0f33b741a,2026-05-04T11:05:11.000Z,0x000000000004444c5dc75cb358380d2e3de08a90,0x8c80a47ed0ca3e41df78db2c29e8c89f2f04dee2,165.83182030723194,Uniswap,,Uniswap v4,,FROM_DEX_POOL,MORALIS_CHANNEL
BSB,eth,0xf8965cd7a36acc57e05dad7c37a8d8ae7126de2146a6eeb44d34d01cb873344d,2026-05-04T11:02:11.000Z,0x974b08e3ca65406451cb5867c032eb276fcf90b4,0x2fdb53366b19b97d3ebdb294457790044555ee0f,18.194728313705934,,,,,BETWEEN_UNKNOWN_WALLETS,MORALIS_CHANNEL
BSB,eth,0x6954f29650f365bcfd5cec107911e1a4c21dd791122e69c0ac082e7095393e7f,2026-05-04T10:59:59.000Z,0x5fe4e84969b88122168bd524b19094c4bfbb4671,0x4f31093c224c5133e53875d4963873b1476147de,125,,,,,BETWEEN_UNKNOWN_WALLETS,MORALIS_CHANNEL
BSB,eth,0xa277159ddfd609b9f4b5eee2951955d42d15be6dc2d0a1832f7449e7fc79b88a,2026-05-04T10:59:35.000Z,0xdea47bd4054bfed32ce679768562342bcb587d7c,0x43078158881ec9bbc63b1126d1213f7162512436,125,,,,,BETWEEN_UNKNOWN_WALLETS,MORALIS_CHANNEL
BSB,eth,0xbc204bb8628809e4406705cb601d8e5163c2373534082f1f3b63273fbe0da295,2026-05-04T10:57:11.000Z,0xcaccd906389c10a78a6d582c2c39f354c9baf3f9,0x02591b4fb2cdbac1a95f488c4fd74612335d37db,2818.747764,,,,,BETWEEN_UNKNOWN_WALLETS,MORALIS_CHANNEL
BSB,eth,0x500e39e28cbf44c66971deecb0f79ff72facfecebf34d2876df9739dbdef2eb9,2026-05-04T10:56:59.000Z,0xa8a86390f65dc99a2459b6c835f2e36212c509ce,0xf89d7b9c864f589bbf53a82105107622b35eaa40,1900.228206,,Bybit,,Bybit: Hot Wallet,TO_MORALIS_LABELED_CEX_PROXY,MORALIS_CHANNEL
BSB,eth,0xf9d52264e10b6da13ab93b6f2dc16fe878bb81fed215177ccad1fdfb45c7f7ca,2026-05-04T10:56:47.000Z,0x468b08f3cb200412f44cac7ec0ae5a2109264435,0xcaccd906389c10a78a6d582c2c39f354c9baf3f9,2818.7477639999997,,,,,BETWEEN_UNKNOWN_WALLETS,MORALIS_CHANNEL
BSB,eth,0x38484c6f51f3e04a318e2de1ad8e0c2cca20358417f1151e10d2fd75e7fe4378,2026-05-04T10:53:23.000Z,0xf2bc68a498746b311d210a1468ae1508da011a5e,0xf69e08177be68d6a347220d647f05c0b3113c1a7,1,,,,,BETWEEN_UNKNOWN_WALLETS,MORALIS_CHANNEL
BSB,eth,0xccc69a021e337ad09b5eb4de8d1f5fe777f2ca1373ed4ba71975dbb1f871a1a1,2026-05-04T10:53:11.000Z,0x5642198745a7552f44474639943d1c00fd2a1a41,0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,125,,Bitget,,Bitget: Hot Wallet,BETWEEN_LABELED_ENTITIES,MORALIS_CHANNEL
BSB,eth,0x2931c091cf6f59a9c420dece6253bd317fd1993161d24882b6b1da9ebf267a7c,2026-05-04T10:49:59.000Z,0x66a9893cc07d91d95644aedd05d03f95e1dba8af,0x000000000004444c5dc75cb358380d2e3de08a90,3.8194678118267227,Uniswap,Uniswap,Uniswap: UniversalRouter,Uniswap v4,TO_DEX_POOL,MORALIS_CHANNEL
BSB,eth,0x2931c091cf6f59a9c420dece6253bd317fd1993161d24882b6b1da9ebf267a7c,2026-05-04T10:49:59.000Z,0x38cee69b5eb9d18f0be140a7d758277b211c0483,0x66a9893cc07d91d95644aedd05d03f95e1dba8af,3.8194678118267227,,Uniswap,,Uniswap: UniversalRouter,TO_DEX_POOL,MORALIS_CHANNEL
BSB,eth,0xca9678cc0e922e7ce17892984f74ac92fe9e62b49f0deadc3435eeee42951424,2026-05-04T10:45:47.000Z,0x5a3eadd80e319767ac28b8ed02ad381bcd8da06b,0x5642198745a7552f44474639943d1c00fd2a1a41,125,,,,,BETWEEN_UNKNOWN_WALLETS,MORALIS_CHANNEL
BSB,eth,0x501731e573aebf65cb7df81e61424228c895af22ae4c027849ab9bd5d43730cb,2026-05-04T10:39:47.000Z,0xeb6328f677b5dddebb4599eb6f32a9343a881704,0xf5a72cee4320d1c30fcefbf6ba476a3cfa627004,8.349380056959124,,,,,BETWEEN_UNKNOWN_WALLETS,MORALIS_CHANNEL
BSB,eth,0xbe38659e5b78a1c74327e9e0778036fb1852ffe36261f184a0423e2e9a737667,2026-05-04T10:38:23.000Z,0x27a60f6af1fb49ba4d8dfcfce880a6581655c64b,0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,125,,Bitget,,Bitget: Hot Wallet,BETWEEN_LABELED_ENTITIES,MORALIS_CHANNEL
BSB,eth,0x3b2be27418821eaede77f84bc62a8b658d1c9a4b62463413a9fcd69df0c3ecbc,2026-05-04T10:37:59.000Z,0x974b08e3ca65406451cb5867c032eb276fcf90b4,0xe2a1b8fab756ab4f8f2246cca35fa0835df6f20f,3.4409620290777148,,,,,BETWEEN_UNKNOWN_WALLETS,MORALIS_CHANNEL
BSB,eth,0xb966c2f22544ad8e7cf1387e6492aa754c630368c4dca3c561c2453a79c7ffaa,2026-05-04T10:37:59.000Z,0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,0xa8a86390f65dc99a2459b6c835f2e36212c509ce,1900.228206,Bitget,,Bitget: Hot Wallet,,BETWEEN_LABELED_ENTITIES,MORALIS_CHANNEL
BSB,eth,0x55df1266a79d1d01fa31924f1ec58fb2ff591b18f88f30aaeecb336202935f51,2026-05-04T10:36:47.000Z,0x25b948c7a5f095d6c0d8247104fa7e5a89fa7e3f,0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,102.093471248933,,Bitget,,Bitget: Hot Wallet,BETWEEN_LABELED_ENTITIES,MORALIS_CHANNEL
BSB,eth,0xa7089677d660e05447956841449e1c7461cc5689626fe9ba9ee01e7408937a1a,2026-05-04T10:35:59.000Z,0x6a93ef5f666eebe84ba130f8404ad56ee197006c,0x000000000004444c5dc75cb358380d2e3de08a90,117.14876908421277,,Uniswap,,Uniswap v4,TO_DEX_POOL,MORALIS_CHANNEL
BSB,eth,0xa7089677d660e05447956841449e1c7461cc5689626fe9ba9ee01e7408937a1a,2026-05-04T10:35:59.000Z,0xb300000b72deaeb607a12d5f54773d1c19c7028d,0x6a93ef5f666eebe84ba130f8404ad56ee197006c,117.14876908421277,Binance Wallet,,Binance Wallet: DEX Router,,FROM_MORALIS_LABELED_CEX_PROXY,MORALIS_CHANNEL
BSB,eth,0xa7089677d660e05447956841449e1c7461cc5689626fe9ba9ee01e7408937a1a,2026-05-04T10:35:59.000Z,0x43a46b6886dccf0c2c9dc464fd6a95dc05abe05d,0xb300000b72deaeb607a12d5f54773d1c19c7028d,117.14876908421277,,Binance Wallet,,Binance Wallet: DEX Router,TO_MORALIS_LABELED_CEX_PROXY,MORALIS_CHANNEL
BSB,eth,0xe0d5e05cc061ad45ca2c242d15f80168525e27e4a0a8fa1e1e94a639379f0240,2026-05-04T10:34:59.000Z,0xcc917188a23883cbfa8bdca3d1705289d363d26d,0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,125,,Bitget,,Bitget: Hot Wallet,BETWEEN_LABELED_ENTITIES,MORALIS_CHANNEL
BSB,eth,0xe4fc2f518dcbc776622b96f70059aba46845e95e18a8e211dd3b1541f0350c46,2026-05-04T10:34:59.000Z,0x04ce218ead72401702dd5f3e56cedb7d2d477777,0x000000000004444c5dc75cb358380d2e3de08a90,149.12774514195598,,Uniswap,,Uniswap v4,TO_DEX_POOL,MORALIS_CHANNEL
BSB,eth,0xe4fc2f518dcbc776622b96f70059aba46845e95e18a8e211dd3b1541f0350c46,2026-05-04T10:34:59.000Z,0x04ce218ead72401702dd5f3e56cedb7d2d477777,0x000000000004444c5dc75cb358380d2e3de08a90,69.64068770734801,,Uniswap,,Uniswap v4,TO_DEX_POOL,MORALIS_CHANNEL
BSB,eth,0xe4fc2f518dcbc776622b96f70059aba46845e95e18a8e211dd3b1541f0350c46,2026-05-04T10:34:59.000Z,0x04ce218ead72401702dd5f3e56cedb7d2d477777,0x000000000004444c5dc75cb358380d2e3de08a90,228.793827480696,,Uniswap,,Uniswap v4,TO_DEX_POOL,MORALIS_CHANNEL
BSB,eth,0xe4fc2f518dcbc776622b96f70059aba46845e95e18a8e211dd3b1541f0350c46,2026-05-04T10:34:59.000Z,0x5d98f54d829708eeb2aa555badb96bcb5400def1,0x04ce218ead72401702dd5f3e56cedb7d2d477777,447.56226033,,,,,BETWEEN_UNKNOWN_WALLETS,MORALIS_CHANNEL
BSB,eth,0xe4fc2f518dcbc776622b96f70059aba46845e95e18a8e211dd3b1541f0350c46,2026-05-04T10:34:59.000Z,0x3ee18b2214aff97000d974cf647e7c347e8fa585,0x5d98f54d829708eeb2aa555badb96bcb5400def1,447.56226033,Wormhole,,Wormhole: Token Bridge,,BETWEEN_LABELED_ENTITIES,MORALIS_CHANNEL
BSB,eth,0xa2ec61ca7fcd9bdf555f3bd223c9068450d4f2c1ba63a6d59039938a6f2c68ea,2026-05-04T10:32:35.000Z,0xf2b04346e01b72b3b33a12f8a2b5c0736239e624,0x27a60f6af1fb49ba4d8dfcfce880a6581655c64b,125,,,,,BETWEEN_UNKNOWN_WALLETS,MORALIS_CHANNEL
BSB,eth,0x8bad18d2b7fb1a062420a17475040a5427edab67a578f5a775b497a3738865cf,2026-05-04T10:29:59.000Z,0x7acb3acf646637589f28612b490901bb104ad1f6,0x25b948c7a5f095d6c0d8247104fa7e5a89fa7e3f,102.09347124893357,,,,,BETWEEN_UNKNOWN_WALLETS,MORALIS_CHANNEL
BSB,eth,0x7396b9798ad992d3dedd0b72600d7a61bde8b43925fc8e6c6156a31bc88a8013,2026-05-04T10:29:23.000Z,0x50be8f30f3c7a522eef5def8cc646af1b4a7c538,0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,125,,Bitget,,Bitget: Hot Wallet,BETWEEN_LABELED_ENTITIES,MORALIS_CHANNEL
BSB,eth,0x3e24b370dabd7776e3d02b6ccdb6a54c78b5bc64155d15b853ea551cb14c1027,2026-05-04T10:29:23.000Z,0x6872cd884ce8d002cce5156e1cd6b31fa1d81dcc,0x000000000004444c5dc75cb358380d2e3de08a90,62.06435477,,Uniswap,,Uniswap v4,TO_DEX_POOL,MORALIS_CHANNEL
BSB,eth,0x74315e447edc8c3ec297129ea4a5973b687fc78b08cdaf142e269b896a20782c,2026-05-04T10:29:11.000Z,0x019086cb581a21adcac495cec372227de953954e,0xcc917188a23883cbfa8bdca3d1705289d363d26d,125,,,,,BETWEEN_UNKNOWN_WALLETS,MORALIS_CHANNEL
BSB,eth,0x292b92bad2038b033a3b697bbb900d3cd9d5e1990270f2768623fb7111209940,2026-05-04T10:25:59.000Z,0x0180927b59fc9435723e974da015bc722456139d,0x43a46b6886dccf0c2c9dc464fd6a95dc05abe05d,28.905928937299112,,,,,BETWEEN_UNKNOWN_WALLETS,MORALIS_CHANNEL
BSB,eth,0x30fb10c483402eb536db8d26a3932e3f977cada5f7225e400170cd654eb6c31f,2026-05-04T10:25:47.000Z,0xb9e10ea437ab83417d05fcb83d7fae61e27ba066,0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,28.118344207125,,Bitget,,Bitget: Hot Wallet,BETWEEN_LABELED_ENTITIES,MORALIS_CHANNEL
BSB,eth,0x227854f2ea2e7e26f2de08a0a3cc762dc178fac32ab6ebff97f8f5eba664cc05,2026-05-04T10:23:47.000Z,0xdbc9c696dafd0995f129c81ec7341afce6f54d88,0x43a46b6886dccf0c2c9dc464fd6a95dc05abe05d,29.147917540905063,,,,,BETWEEN_UNKNOWN_WALLETS,MORALIS_CHANNEL
BSB,eth,0x2f0efc0f743166aa82ff08fa2ebcabdc08acd66ffc2ae273fde92b5b2cf3c12e,2026-05-04T10:23:23.000Z,0x02f28b41221b95660f87783efdbb26ad054af484,0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,125,,Bitget,,Bitget: Hot Wallet,BETWEEN_LABELED_ENTITIES,MORALIS_CHANNEL
BSB,eth,0x7012796a9f5e590ac715b04c7089ac2a537644711457dd9b60e430d030aa5bb8,2026-05-04T10:22:47.000Z,0x9fdedfb94ef848bc3c20eefe95b7623baccdc3a8,0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,16.528708685773,,Bitget,,Bitget: Hot Wallet,BETWEEN_LABELED_ENTITIES,MORALIS_CHANNEL
BSB,eth,0x252700d08ae0de92fcc50937b5d5ee1243fb360a24fdcdaabb80297ee7e9844e,2026-05-04T10:22:47.000Z,0xe16b157763c96842e0c4efb3535d97db0edc28e1,0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,18.203939681631,,Bitget,,Bitget: Hot Wallet,BETWEEN_LABELED_ENTITIES,MORALIS_CHANNEL
BSB,eth,0x8241a9e4c0bc00c263cdf7e282385933877fbbb3d57d4d6a9a25e77df58d36c6,2026-05-04T10:22:35.000Z,0x69e0132d730dea1c2b826613e3981975136eb27a,0x50be8f30f3c7a522eef5def8cc646af1b4a7c538,125,,,,,BETWEEN_UNKNOWN_WALLETS,MORALIS_CHANNEL
BSB,eth,0x846209330426f4b2e9ef6cf1bc6ee37fb49619f9968eef60e99fe32eaf3ceae8,2026-05-04T10:21:59.000Z,0x9008d19f58aabd9ed0d60971565aa8510560ab41,0x000000000004444c5dc75cb358380d2e3de08a90,16.820500832477073,CoW Protocol,Uniswap,CoW Protocol: GPv2Settlement,Uniswap v4,TO_DEX_POOL,MORALIS_CHANNEL
BSB,eth,0x846209330426f4b2e9ef6cf1bc6ee37fb49619f9968eef60e99fe32eaf3ceae8,2026-05-04T10:21:59.000Z,0xb461c2a94371a945958d485b8fba7c8135e25d1d,0x9008d19f58aabd9ed0d60971565aa8510560ab41,21.360863200361457,,CoW Protocol,,CoW Protocol: GPv2Settlement,BETWEEN_LABELED_ENTITIES,MORALIS_CHANNEL
BSB,eth,0xb4b321e33cf58abf3a3ed2dbe21e9700d2640caaea40f5a6e74d7966166332ae,2026-05-04T10:21:47.000Z,0x77627945db73209496310a8125674e9be35eab4e,0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,15.818658726779,,Bitget,,Bitget: Hot Wallet,BETWEEN_LABELED_ENTITIES,MORALIS_CHANNEL
BSB,eth,0x201be643006b6edc2ff339286cd2d7aff843e97ff7d4af724c235b5691d51a0f,2026-05-04T10:21:47.000Z,0x67d42ee22dc1dff603366301363d2d0b56f8d5f3,0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,19.38085054528,,Bitget,,Bitget: Hot Wallet,BETWEEN_LABELED_ENTITIES,MORALIS_CHANNEL
BSB,eth,0x01e64f3dfda287b200223f7b4ec6471ef556a7b4f32f54082ce0548eb1b48f58,2026-05-04T10:19:59.000Z,0x6b1cf0970df32b562e69f1422361e4ae351aeca3,0xb9e10ea437ab83417d05fcb83d7fae61e27ba066,28.118344207125716,,,,,BETWEEN_UNKNOWN_WALLETS,MORALIS_CHANNEL
BSB,eth,0x20faa40cafb81002f6dc3ca0fa73e7c74f3d194eb183e7d6a41b8a23554b7185,2026-05-04T10:18:47.000Z,0xccb22016d21db3ed16933af7024eb2bf243fbc49,0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,16.561136955632,,Bitget,,Bitget: Hot Wallet,BETWEEN_LABELED_ENTITIES,MORALIS_CHANNEL
BSB,eth,0xcb5764c7ec35fbc9d1ebd9a34be78e869b07fa5426f42b56547fd69ce0ea8965,2026-05-04T10:18:47.000Z,0x4161e27b748938ed179b8b01ba0d08837fee9882,0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,19.58393011138,,Bitget,,Bitget: Hot Wallet,BETWEEN_LABELED_ENTITIES,MORALIS_CHANNEL
BSB,eth,0x11358aa16c714087eefff0b878f8570731219ad1616a3d0ddb68fd7d5e200a81,2026-05-04T10:17:11.000Z,0xb7cb0e03034a264bd7357ef9dd33b2a6445c3a35,0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,19.877886191038,,Bitget,,Bitget: Hot Wallet,BETWEEN_LABELED_ENTITIES,MORALIS_CHANNEL
BSB,eth,0x4777e7d4349546c95953ffd7627ed9977b40955d42b700caeb2f8c297b5661dc,2026-05-04T10:17:11.000Z,0xbc5f626ae6d129b95bbee1ed4af7d61e47bb506a,0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,15.572386967267999,,Bitget,,Bitget: Hot Wallet,BETWEEN_LABELED_ENTITIES,MORALIS_CHANNEL
